year,district_id,district_name,category,statistic,percentage
2021,SK0317,District of Námestovo,Highest Education,with no completed school education (aged 0-14) (%),15.24
2021,SK0318,District of Ružomberok,Highest Education,with no completed school education (aged 0-14) (%),10.48
2021,SK0319,District of Turčianske Teplice,Highest Education,with no completed school education (aged 0-14) (%),9.49
2021,SK031A,District of Tvrdošín,Highest Education,with no completed school education (aged 0-14) (%),12.4
2021,SK031B,District of Žilina,Highest Education,with no completed school education (aged 0-14) (%),11.44
2021,SK0321,District of Banská Bystrica,Highest Education,with no completed school education (aged 0-14) (%),10.16
2021,SK0322,District of Banská Štiavnica,Highest Education,with no completed school education (aged 0-14) (%),9.92
2021,SK0323,District of Brezno,Highest Education,with no completed school education (aged 0-14) (%),10.33
2021,SK0324,District of Detva,Highest Education,with no completed school education (aged 0-14) (%),9.9
2021,SK0325,District of Krupina,Highest Education,with no completed school education (aged 0-14) (%),10.83
2021,SK0326,District of Lučenec,Highest Education,with no completed school education (aged 0-14) (%),10.99
2021,SK0327,District of Poltár,Highest Education,with no completed school education (aged 0-14) (%),9.47
2021,SK0328,District of Revúca,Highest Education,with no completed school education (aged 0-14) (%),12.43
2021,SK0329,District of Rimavská Sobota,Highest Education,with no completed school education (aged 0-14) (%),12.85
2021,SK032A,District of Veľký Krtíš,Highest Education,with no completed school education (aged 0-14) (%),9.55
2021,SK032B,District of Zvolen,Highest Education,with no completed school education (aged 0-14) (%),9.96
2021,SK032C,District of Žarnovica,Highest Education,with no completed school education (aged 0-14) (%),9.69
2021,SK032D,District of Žiar nad Hronom,Highest Education,with no completed school education (aged 0-14) (%),9.75
2021,SK0411,District of Bardejov,Highest Education,with no completed school education (aged 0-14) (%),12.34
2021,SK0412,District of Humenné,Highest Education,with no completed school education (aged 0-14) (%),9.33
2021,SK0413,District of Kežmarok,Highest Education,with no completed school education (aged 0-14) (%),17.66
2021,SK0414,District of Levoča,Highest Education,with no completed school education (aged 0-14) (%),12.95
2021,SK0415,District of Medzilaborce,Highest Education,with no completed school education (aged 0-14) (%),9.58
2021,SK0416,District of Poprad,Highest Education,with no completed school education (aged 0-14) (%),11.93
2021,SK0417,District of Prešov,Highest Education,with no completed school education (aged 0-14) (%),13.41
2021,SK0418,District of Sabinov,Highest Education,with no completed school education (aged 0-14) (%),16.83
2021,SK0419,District of Snina,Highest Education,with no completed school education (aged 0-14) (%),9.13
2021,SK041A,District of Stará Ľubovňa,Highest Education,with no completed school education (aged 0-14) (%),15.0
2021,SK041B,District of Stropkov,Highest Education,with no completed school education (aged 0-14) (%),11.02
2021,SK041C,District of Svidník,Highest Education,with no completed school education (aged 0-14) (%),10.71
2021,SK041D,District of Vranov nad Topľou,Highest Education,with no completed school education (aged 0-14) (%),13.83
2021,SK0421,District of Gelnica,Highest Education,with no completed school education (aged 0-14) (%),15.96
2021,SK0422,District of Košice I,Highest Education,with no completed school education (aged 0-14) (%),9.9
2021,SK0423,District of Košice II,Highest Education,with no completed school education (aged 0-14) (%),11.49
2021,SK0424,District of Košice III,Highest Education,with no completed school education (aged 0-14) (%),10.62
2021,SK0425,District of Košice IV,Highest Education,with no completed school education (aged 0-14) (%),9.94
2021,SK0426,District of Košice - okolie,Highest Education,with no completed school education (aged 0-14) (%),14.86
2021,SK0427,District of Michalovce,Highest Education,with no completed school education (aged 0-14) (%),11.91
2021,SK0428,District of Rožňava,Highest Education,with no completed school education (aged 0-14) (%),12.3
2021,SK0429,District of Sobrance,Highest Education,with no completed school education (aged 0-14) (%),10.8
2021,SK042A,District of Spišská Nová Ves,Highest Education,with no completed school education (aged 0-14) (%),15.33
2021,SK042B,District of Trebišov,Highest Education,with no completed school education (aged 0-14) (%),12.8
2021,SK0101,District of Bratislava I,Highest Education,Primary education (%),8.06
2021,SK0102,District of Bratislava II,Highest Education,Primary education (%),10.52
2021,SK0103,District of Bratislava III,Highest Education,Primary education (%),9.63
2021,SK0104,District of Bratislava IV,Highest Education,Primary education (%),9.99
2021,SK0105,District of Bratislava V,Highest Education,Primary education (%),9.64
2021,SK0106,District of Malacky,Highest Education,Primary education (%),17.56
2021,SK0107,District of Pezinok,Highest Education,Primary education (%),13.47
2021,SK0108,District of Senec,Highest Education,Primary education (%),14.13
2021,SK0211,District of Dunajská Streda,Highest Education,Primary education (%),19.68
2021,SK0212,District of Galanta,Highest Education,Primary education (%),19.29
2021,SK0213,District of Hlohovec,Highest Education,Primary education (%),15.91
2021,SK0214,District of Piešťany,Highest Education,Primary education (%),13.64
2021,SK0215,District of Senica,Highest Education,Primary education (%),18.69
2021,SK0216,District of Skalica,Highest Education,Primary education (%),18.3
2021,SK0217,District of Trnava,Highest Education,Primary education (%),13.65
2021,SK0221,District of Bánovce nad Bebravou,Highest Education,Primary education (%),14.77
2021,SK0222,District of Ilava,Highest Education,Primary education (%),12.74
2021,SK0223,District of Myjava,Highest Education,Primary education (%),14.27
2021,SK0224,District of Nové Mesto nad Váhom,Highest Education,Primary education (%),14.6
2021,SK0225,District of Partizánske,Highest Education,Primary education (%),17.05
2021,SK0226,District of Považská Bystrica,Highest Education,Primary education (%),12.66
2021,SK0227,District of Prievidza,Highest Education,Primary education (%),14.81
2021,SK0228,District of Púchov,Highest Education,Primary education (%),14.09
2021,SK0229,District of Trenčín,Highest Education,Primary education (%),12.29
2021,SK0231,District of Komárno,Highest Education,Primary education (%),21.41
2021,SK0232,District of Levice,Highest Education,Primary education (%),19.22
2021,SK0233,District of Nitra,Highest Education,Primary education (%),14.31
2021,SK0234,District of Nové Zámky,Highest Education,Primary education (%),18.65
2021,SK0235,District of Šaľa,Highest Education,Primary education (%),19.39
2021,SK0236,District of Topoľčany,Highest Education,Primary education (%),15.81
2021,SK0237,District of Zlaté Moravce,Highest Education,Primary education (%),15.65
2021,SK0311,District of Bytča,Highest Education,Primary education (%),15.67
2021,SK0312,District of Čadca,Highest Education,Primary education (%),17.13
2021,SK0313,District of Dolný Kubín,Highest Education,Primary education (%),15.04
2021,SK0314,District of Kysucké Nové Mesto,Highest Education,Primary education (%),15.97
2021,SK0315,District of Liptovský Mikuláš,Highest Education,Primary education (%),14.98
2021,SK0316,District of Martin,Highest Education,Primary education (%),13.92
2021,SK0317,District of Námestovo,Highest Education,Primary education (%),20.43
2021,SK0318,District of Ružomberok,Highest Education,Primary education (%),16.27
2021,SK0319,District of Turčianske Teplice,Highest Education,Primary education (%),16.95
2021,SK031A,District of Tvrdošín,Highest Education,Primary education (%),17.61
2021,SK031B,District of Žilina,Highest Education,Primary education (%),12.4
2021,SK0321,District of Banská Bystrica,Highest Education,Primary education (%),11.61
2021,SK0322,District of Banská Štiavnica,Highest Education,Primary education (%),16.59
2021,SK0323,District of Brezno,Highest Education,Primary education (%),19.9
2021,SK0324,District of Detva,Highest Education,Primary education (%),17.22
2021,SK0325,District of Krupina,Highest Education,Primary education (%),19.73
2021,SK0326,District of Lučenec,Highest Education,Primary education (%),22.71
2021,SK0327,District of Poltár,Highest Education,Primary education (%),21.62
2021,SK0328,District of Revúca,Highest Education,Primary education (%),28.41
2021,SK0329,District of Rimavská Sobota,Highest Education,Primary education (%),29.15
2021,SK032A,District of Veľký Krtíš,Highest Education,Primary education (%),21.63
2021,SK032B,District of Zvolen,Highest Education,Primary education (%),13.9
2021,SK032C,District of Žarnovica,Highest Education,Primary education (%),16.5
2021,SK032D,District of Žiar nad Hronom,Highest Education,Primary education (%),14.9
2021,SK0411,District of Bardejov,Highest Education,Primary education (%),20.33
2021,SK0412,District of Humenné,Highest Education,Primary education (%),15.19
2021,SK0413,District of Kežmarok,Highest Education,Primary education (%),28.18
2021,SK0414,District of Levoča,Highest Education,Primary education (%),23.61
2021,SK0415,District of Medzilaborce,Highest Education,Primary education (%),21.45
2021,SK0416,District of Poprad,Highest Education,Primary education (%),18.69
2021,SK0417,District of Prešov,Highest Education,Primary education (%),16.69
2021,SK0418,District of Sabinov,Highest Education,Primary education (%),24.74
2021,SK0419,District of Snina,Highest Education,Primary education (%),16.72
2021,SK041A,District of Stará Ľubovňa,Highest Education,Primary education (%),21.16
2021,SK041B,District of Stropkov,Highest Education,Primary education (%),18.85
2021,SK041C,District of Svidník,Highest Education,Primary education (%),18.66
2021,SK041D,District of Vranov nad Topľou,Highest Education,Primary education (%),23.9
2021,SK0421,District of Gelnica,Highest Education,Primary education (%),25.85
2021,SK0422,District of Košice I,Highest Education,Primary education (%),10.86
2021,SK0423,District of Košice II,Highest Education,Primary education (%),12.67
2021,SK0424,District of Košice III,Highest Education,Primary education (%),11.41
2021,SK0425,District of Košice IV,Highest Education,Primary education (%),12.24
2021,SK0426,District of Košice - okolie,Highest Education,Primary education (%),23.27
2021,SK0427,District of Michalovce,Highest Education,Primary education (%),21.26
2021,SK0428,District of Rožňava,Highest Education,Primary education (%),22.81
2021,SK0429,District of Sobrance,Highest Education,Primary education (%),20.75
2021,SK042A,District of Spišská Nová Ves,Highest Education,Primary education (%),23.5
2021,SK042B,District of Trebišov,Highest Education,Primary education (%),22.57
2021,SK0101,District of Bratislava I,Highest Education,Secondary technical (vocational) education (with no graduation) (%),4.49
2021,SK0102,District of Bratislava II,Highest Education,Secondary technical (vocational) education (with no graduation) (%),10.21
2021,SK0103,District of Bratislava III,Highest Education,Secondary technical (vocational) education (with no graduation) (%),8.82
2021,SK0104,District of Bratislava IV,Highest Education,Secondary technical (vocational) education (with no graduation) (%),8.97
2021,SK0105,District of Bratislava V,Highest Education,Secondary technical (vocational) education (with no graduation) (%),11.89
2021,SK0106,District of Malacky,Highest Education,Secondary technical (vocational) education (with no graduation) (%),20.0
2021,SK0107,District of Pezinok,Highest Education,Secondary technical (vocational) education (with no graduation) (%),16.24
2021,SK0108,District of Senec,Highest Education,Secondary technical (vocational) education (with no graduation) (%),12.95
2021,SK0211,District of Dunajská Streda,Highest Education,Secondary technical (vocational) education (with no graduation) (%),23.29
2021,SK0212,District of Galanta,Highest Education,Secondary technical (vocational) education (with no graduation) (%),23.53
2021,SK0213,District of Hlohovec,Highest Education,Secondary technical (vocational) education (with no graduation) (%),23.52
2021,SK0214,District of Piešťany,Highest Education,Secondary technical (vocational) education (with no graduation) (%),20.46
2021,SK0215,District of Senica,Highest Education,Secondary technical (vocational) education (with no graduation) (%),24.35
2021,SK0216,District of Skalica,Highest Education,Secondary technical (vocational) education (with no graduation) (%),23.23
2021,SK0217,District of Trnava,Highest Education,Secondary technical (vocational) education (with no graduation) (%),19.76
2021,SK0221,District of Bánovce nad Bebravou,Highest Education,Secondary technical (vocational) education (with no graduation) (%),26.32
2021,SK0222,District of Ilava,Highest Education,Secondary technical (vocational) education (with no graduation) (%),22.14
2021,SK0223,District of Myjava,Highest Education,Secondary technical (vocational) education (with no graduation) (%),24.37
2021,SK0224,District of Nové Mesto nad Váhom,Highest Education,Secondary technical (vocational) education (with no graduation) (%),23.1
2021,SK0225,District of Partizánske,Highest Education,Secondary technical (vocational) education (with no graduation) (%),24.79
2021,SK0226,District of Považská Bystrica,Highest Education,Secondary technical (vocational) education (with no graduation) (%),21.64
2021,SK0227,District of Prievidza,Highest Education,Secondary technical (vocational) education (with no graduation) (%),24.88
2021,SK0228,District of Púchov,Highest Education,Secondary technical (vocational) education (with no graduation) (%),22.69
2021,SK0229,District of Trenčín,Highest Education,Secondary technical (vocational) education (with no graduation) (%),20.39
